index,daya_baterai,bluetooth,kecepatan_clock,dual_sim,kamera_depan,four_g,memori_internal,tebal_hp,berat_hp,jumlah_prosesor,kamera_belakang_mp,px_panjang,px_lebar,kapasitas_ram,panjang_layar,lebar_layar,waktu_telfon,three_g,touch_screen,wifi,price_range
43,1656,0,1.0,0,5,Ya,34,0.1,166,3,7,880,1456,1629,15.0,12,14,1,1,0,1000k-<2000k
860,1829,1,0.5,0,0,Ya,15,0.4,160,5,7,729,1267,2080,16.0,11,12,1,0,1,2000k-3000k
1764,1811,1,2.0,0,3,Ya,22,0.2,82,2,8,358,614,2847,9.0,2,4,1,0,1,2000k-3000k
967,1807,0,2.0,1,0,Ya,13,0.5,155,8,0,970,974,323,9.0,3,3,1,1,1,0-<1000k
710,663,0,0.8,1,0,Tidak,25,0.6,183,2,1,82,1605,3176,6.0,2,2,1,0,1,2000k-3000k
1438,915,0,2.0,0,8,Ya,31,0.3,91,3,20,875,1316,378,11.0,6,9,1,1,0,0-<1000k
1575,625,0,2.7,1,2,Tidak,42,0.8,138,8,3,203,1771,2929,10.0,4,17,1,0,0,2000k-3000k
1952,797,1,,1,4,Tidak,18,0.6,81,8,20,888,1466,2052,9.0,3,14,1,1,1,1000k-<2000k
1365,1318,0,1.9,1,0,Ya,11,0.8,188,2,15,688,1591,1780,,10,2,1,0,0,1000k-<2000k
1911,1259,0,1.2,1,0,Tidak,13,0.5,97,2,0,1210,1989,340,17.0,13,4,1,0,1,0-<1000k
1647,771,1,0.5,1,0,Ya,33,0.1,157,3,17,776,1247,920,16.0,2,10,1,1,1,0-<1000k
1346,1446,1,2.8,1,0,Ya,18,0.3,178,8,1,351,1769,3340,8.0,0,16,1,1,1,>3000k
765,733,0,2.1,0,5,Ya,7,0.2,174,7,10,445,1409,1403,15.0,8,2,1,1,0,0-<1000k
885,730,1,1.3,1,6,Tidak,6,0.9,167,7,10,1096,1155,2812,10.0,1,17,0,0,0,2000k-3000k
556,1552,0,1.2,0,10,Ya,53,0.3,180,8,18,430,658,2606,13.0,6,12,1,0,0,2000k-3000k
1907,709,0,2.4,1,1,Tidak,11,0.1,130,5,11,119,1531,3568,16.0,14,3,0,0,1,>3000k
1381,1842,1,2.2,1,7,Tidak,56,0.4,179,4,10,783,1227,3721,16.0,11,4,0,1,1,>3000k
69,1166,0,,1,0,Ya,43,0.8,80,4,1,205,603,3993,7.0,1,7,1,1,0,>3000k
514,1074,0,2.4,1,2,Ya,9,0.9,103,6,14,946,952,1948,13.0,1,18,1,1,1,1000k-<2000k
509,1872,1,2.3,0,6,Tidak,44,0.7,134,3,15,459,1259,1955,9.0,4,15,1,0,1,2000k-3000k
340,821,0,1.8,1,5,Tidak,54,0.1,109,3,9,253,1786,3185,8.0,4,15,1,0,0,2000k-3000k
221,660,0,0.5,0,5,Ya,40,0.5,111,2,10,262,1178,588,6.0,5,18,1,1,1,0-<1000k
1297,956,0,1.9,1,1,Tidak,42,0.1,133,7,11,403,1614,3700,10.0,0,7,1,1,0,>3000k
146,1101,0,1.8,0,0,Tidak,31,0.2,148,2,7,387,1269,2196,,6,19,0,1,1,1000k-<2000k
1313,730,1,0.5,1,3,Ya,27,0.1,112,5,10,62,846,3623,9.0,4,15,1,1,0,2000k-3000k
1053,623,1,0.9,0,1,Ya,3,0.1,102,8,7,1749,1781,3537,16.0,13,3,1,0,1,>3000k
1138,1413,1,1.7,0,2,Tidak,10,0.2,200,6,6,314,1606,2867,5.0,4,15,0,1,0,2000k-3000k
803,880,0,1.7,0,2,Tidak,6,0.6,198,4,19,632,660,3006,6.0,4,3,1,0,0,2000k-3000k
508,581,0,2.2,0,0,Tidak,59,0.7,185,5,6,803,1613,2819,19.0,17,9,0,0,1,2000k-3000k
1802,1289,0,0.8,1,3,Ya,16,0.9,161,6,17,713,1854,3167,14.0,8,20,1,1,0,>3000k
1561,1076,0,2.3,1,0,Ya,14,0.7,191,5,0,1088,1718,2355,17.0,16,2,1,1,1,2000k-3000k
176,685,0,0.5,0,2,Tidak,29,0.8,93,7,10,433,648,728,14.0,8,4,0,0,1,0-<1000k
804,1929,1,0.5,1,0,Ya,19,1.0,163,6,2,349,1051,1913,,7,6,1,1,0,1000k-<2000k
168,1572,0,0.6,0,0,Ya,58,0.2,157,7,8,1109,1937,2462,,8,10,1,0,0,>3000k
1371,601,1,1.7,1,3,Ya,6,0.8,169,4,11,818,1827,2651,14.0,8,9,1,0,1,2000k-3000k
1400,1325,1,0.5,0,0,Ya,13,1.0,133,4,8,1353,1915,3707,19.0,3,18,1,1,0,>3000k
1745,926,1,0.8,0,6,Ya,59,0.8,161,7,14,84,793,256,18.0,7,2,1,0,1,0-<1000k
1392,1686,1,0.5,1,4,Tidak,28,0.8,182,5,8,599,1073,780,11.0,10,5,0,0,0,0-<1000k
1846,689,0,2.9,1,3,Ya,7,0.8,147,2,6,487,722,1241,9.0,0,16,1,0,0,0-<1000k
129,1571,0,1.4,0,0,Ya,19,0.1,100,6,1,713,1398,666,,10,13,1,1,0,0-<1000k
189,1831,0,1.4,1,2,Tidak,43,0.9,150,5,5,611,1381,3834,17.0,7,13,1,1,1,>3000k
136,1272,1,2.5,1,0,Tidak,22,0.9,133,6,8,605,669,2235,19.0,4,4,1,0,0,1000k-<2000k
1470,1576,1,2.0,0,0,Ya,20,0.6,148,3,0,410,1551,1379,17.0,1,16,1,0,1,1000k-<2000k
1831,623,1,0.8,0,6,Ya,26,0.3,197,7,12,484,1238,1769,10.0,1,16,1,0,0,1000k-<2000k
1278,875,0,0.7,0,2,Tidak,23,0.1,110,7,7,300,1316,756,14.0,5,6,0,0,0,0-<1000k
894,1497,1,0.7,0,5,Tidak,32,0.7,92,3,9,1920,1933,1329,6.0,1,7,1,1,0,2000k-3000k
197,1308,0,1.9,0,0,Ya,61,0.7,106,3,7,59,1215,3355,15.0,2,4,1,0,1,>3000k
290,1893,1,2.1,1,8,Tidak,63,0.2,134,2,11,637,763,3822,14.0,3,18,0,1,1,>3000k
1968,1667,0,1.0,1,0,Ya,21,0.9,138,2,0,1211,1396,635,17.0,7,15,1,0,0,0-<1000k
36,589,1,2.3,1,1,Tidak,61,0.6,160,4,10,429,815,2113,13.0,7,2,1,0,1,1000k-<2000k
767,1853,0,0.5,1,1,Tidak,27,0.3,197,6,13,985,1005,1973,10.0,2,8,1,0,1,2000k-3000k
232,1715,0,1.0,1,4,Ya,31,0.5,83,8,17,638,1615,625,17.0,6,13,1,0,0,0-<1000k
645,1841,1,1.3,1,6,Tidak,14,0.6,167,8,8,593,672,2304,7.0,1,18,0,0,1,2000k-3000k
33,1310,1,2.2,1,0,Ya,51,0.6,100,4,0,178,1919,3845,7.0,0,12,1,1,0,>3000k
1112,586,0,0.5,1,1,Tidak,57,0.3,188,2,5,1226,1389,3646,15.0,4,11,1,1,1,>3000k
1936,1035,1,2.7,0,1,Tidak,40,0.2,157,5,15,757,1912,3548,14.0,4,5,0,1,1,>3000k
1068,1095,1,0.5,0,4,Tidak,45,0.5,197,1,5,179,1247,560,9.0,1,10,1,1,0,0-<1000k
865,642,0,2.8,0,3,Tidak,34,0.8,197,2,15,331,1011,3355,,5,13,0,0,0,2000k-3000k
341,811,1,2.4,1,5,Ya,2,0.3,106,6,13,333,1429,2111,18.0,7,2,1,0,1,1000k-<2000k
1085,1741,1,0.5,0,1,Ya,55,0.1,140,5,3,719,755,2575,13.0,10,7,1,1,1,2000k-3000k
1447,1002,0,2.7,1,16,Ya,11,0.4,185,6,18,285,512,961,10.0,7,19,1,0,1,0-<1000k
199,1905,0,0.6,1,9,Ya,36,0.4,119,3,20,825,1542,1287,13.0,4,16,1,0,0,1000k-<2000k
429,1048,1,0.9,0,10,Ya,28,0.8,194,2,19,966,1975,1458,5.0,1,15,1,0,1,1000k-<2000k
1727,1564,0,1.4,0,5,Ya,26,0.1,129,6,16,117,1115,3742,13.0,3,13,1,1,0,>3000k
1418,908,0,2.1,0,1,Tidak,44,0.6,95,5,2,154,941,3518,16.0,12,7,1,1,1,>3000k
1969,640,0,1.3,1,5,Ya,6,0.6,143,8,20,976,1353,2711,15.0,7,8,1,1,0,2000k-3000k
876,1064,0,2.9,1,1,Ya,34,0.2,184,6,13,1175,1569,654,16.0,13,6,1,0,0,0-<1000k
730,1049,0,0.6,1,8,Ya,2,0.3,172,6,10,39,1564,433,10.0,7,6,1,0,0,0-<1000k
919,1531,0,2.0,0,0,Ya,60,0.4,162,6,1,625,765,2524,13.0,11,7,1,0,0,2000k-3000k
297,1329,1,1.0,0,1,Tidak,52,0.9,181,6,2,1053,1458,1228,8.0,6,6,1,0,1,1000k-<2000k
73,1038,0,1.2,0,3,Tidak,43,0.7,141,1,5,4,638,3709,11.0,0,12,1,1,1,>3000k
1417,1987,1,1.9,0,0,Tidak,50,0.7,119,8,18,960,1925,857,,4,6,1,1,0,1000k-<2000k
807,1312,0,1.3,0,5,Ya,10,0.6,163,2,9,95,893,3941,6.0,2,13,1,1,1,>3000k
547,1117,1,0.6,1,0,Tidak,31,0.2,146,2,7,1258,1627,2003,8.0,7,14,0,1,1,2000k-3000k
1603,984,1,2.2,1,0,Ya,39,0.5,119,8,18,56,1931,2013,11.0,7,16,1,1,0,1000k-<2000k
1565,1062,0,0.5,0,3,Ya,39,0.9,124,4,4,571,817,1345,16.0,0,11,1,0,1,0-<1000k
949,1584,1,1.3,0,6,Tidak,41,0.6,135,4,15,160,1291,1561,10.0,5,17,0,0,1,1000k-<2000k
1847,1685,0,0.6,0,14,Tidak,16,0.6,137,7,15,120,1429,881,6.0,3,17,0,1,1,0-<1000k
1825,842,1,1.8,1,4,Tidak,57,1.0,124,3,10,348,730,1903,8.0,4,14,0,1,0,1000k-<2000k
1832,897,0,1.4,1,1,Tidak,17,0.4,171,1,2,547,1852,2948,,3,5,0,0,1,2000k-3000k
821,1883,1,2.7,1,6,Ya,30,0.5,95,2,10,531,791,3724,16.0,15,20,1,1,1,>3000k
663,1623,1,1.2,0,6,Ya,61,0.9,120,7,12,1568,1832,1510,,10,17,1,1,0,2000k-3000k
1241,1221,0,2.3,0,7,Ya,35,0.4,152,7,19,765,1899,2638,19.0,16,14,1,1,1,2000k-3000k
1563,911,1,2.2,1,1,Ya,28,0.5,182,2,2,157,763,2638,8.0,4,13,1,1,1,1000k-<2000k
1815,1766,1,0.5,1,1,Tidak,16,0.6,141,5,7,125,1227,3314,9.0,7,17,0,0,1,>3000k
1930,732,1,1.3,0,5,Ya,32,0.4,163,8,7,1661,1836,3883,,2,5,1,0,1,>3000k
623,644,1,1.3,1,7,Ya,30,0.5,114,1,16,1140,1654,2382,9.0,0,19,1,0,1,2000k-3000k
1692,1958,0,0.5,0,6,Ya,52,0.4,153,1,14,1524,1848,3064,7.0,6,3,1,0,0,>3000k
1661,1902,0,0.5,0,10,Tidak,13,0.2,155,4,11,766,877,940,14.0,10,15,1,1,0,1000k-<2000k
1445,659,0,0.5,1,7,Ya,5,0.3,169,8,10,659,730,2190,16.0,10,16,1,1,0,1000k-<2000k
1718,637,1,0.8,1,2,Tidak,28,0.6,194,4,6,1080,1289,2725,15.0,10,7,0,0,0,2000k-3000k
1162,865,0,1.2,1,8,Tidak,59,0.1,159,3,9,805,1804,2361,16.0,11,19,1,0,1,2000k-3000k
212,1049,1,2.2,0,9,Tidak,63,0.5,135,5,17,199,1077,1022,11.0,3,13,0,0,0,0-<1000k
1640,1269,1,2.8,1,16,Tidak,41,1.0,180,8,17,406,1036,2341,10.0,9,16,0,0,1,2000k-3000k
1035,1696,0,1.7,0,1,Tidak,13,0.9,97,3,2,179,772,523,5.0,0,4,0,1,1,0-<1000k
1830,958,1,1.6,0,9,Ya,60,0.4,200,1,12,730,751,1417,10.0,4,19,1,0,1,0-<1000k
1861,1189,1,1.9,0,5,Tidak,7,0.5,164,2,20,79,615,841,13.0,10,11,0,1,0,0-<1000k
727,1590,0,0.6,1,0,Tidak,7,0.3,122,3,17,1464,1595,1201,,3,18,1,1,1,1000k-<2000k
1964,1753,0,0.7,0,4,Tidak,40,0.6,191,4,11,1652,1983,1112,8.0,2,15,1,1,1,1000k-<2000k
701,1717,1,1.3,0,1,Tidak,62,0.7,130,1,3,609,810,3226,6.0,4,5,0,1,0,>3000k
1022,1099,0,0.5,0,13,Ya,61,0.3,146,3,20,393,1096,1699,17.0,10,3,1,1,1,1000k-<2000k
1917,1802,0,2.7,1,0,Ya,10,0.6,101,7,9,253,590,696,14.0,7,3,1,1,0,0-<1000k
1740,1855,0,0.5,0,5,Tidak,32,0.6,187,8,18,267,1161,3933,7.0,0,7,1,0,1,>3000k
234,528,0,1.7,0,12,Ya,6,0.8,142,2,15,574,637,3256,9.0,8,6,1,1,0,2000k-3000k
1007,1963,1,1.0,0,16,Ya,34,0.1,157,2,17,1136,1813,714,18.0,2,2,1,0,1,1000k-<2000k
978,1359,0,0.6,0,4,Tidak,59,0.3,86,2,6,1692,1902,3142,19.0,3,17,0,1,1,>3000k
67,1866,0,1.4,0,0,Tidak,30,0.5,182,3,0,108,1781,3834,16.0,11,8,0,0,0,>3000k
24,503,0,1.2,1,5,Ya,8,0.4,111,3,13,201,1245,2583,11.0,0,12,1,0,0,1000k-<2000k
1405,1973,1,0.5,1,3,Tidak,21,0.8,95,8,7,127,507,1724,,10,8,0,0,1,1000k-<2000k
216,1154,0,1.2,1,0,Ya,49,0.2,181,8,2,541,1499,978,5.0,3,7,1,0,1,0-<1000k
812,1113,0,0.6,1,0,Tidak,25,0.3,145,1,10,1047,1312,277,11.0,2,12,1,0,1,0-<1000k
735,771,1,0.5,0,3,Tidak,25,1.0,86,4,6,327,922,770,,1,20,0,1,0,0-<1000k
1153,1526,0,1.1,1,2,Ya,38,0.3,116,5,6,798,1418,3317,7.0,1,8,1,1,1,>3000k
1373,1616,1,2.3,1,3,Tidak,52,0.1,100,5,8,151,1133,657,7.0,3,2,1,1,0,0-<1000k
111,617,1,2.3,0,0,Tidak,32,0.5,199,7,20,768,874,2213,18.0,13,7,0,0,0,1000k-<2000k
166,748,1,1.7,0,0,Ya,27,0.9,150,8,4,450,1554,2126,18.0,9,7,1,0,0,1000k-<2000k
1914,759,0,2.5,0,3,Ya,39,0.3,162,2,8,110,1317,968,6.0,2,2,1,0,0,0-<1000k
207,1265,0,,0,7,Tidak,49,0.7,182,5,16,690,836,1362,5.0,0,12,0,0,1,1000k-<2000k
1462,1796,1,2.3,0,4,Tidak,44,0.9,184,2,11,1024,1363,3577,17.0,7,4,1,1,0,>3000k
1576,1110,0,,0,2,Ya,12,0.3,153,8,5,961,1950,624,9.0,7,15,1,0,0,0-<1000k
274,793,0,1.0,1,5,Ya,30,0.9,133,2,15,1858,1935,2332,17.0,13,14,1,1,1,2000k-3000k
41,1646,1,2.3,0,8,Ya,41,0.2,185,2,10,1725,1932,3339,18.0,10,19,1,1,0,>3000k
591,1658,1,1.4,0,0,Ya,39,0.7,182,1,5,410,522,3483,10.0,1,15,1,0,1,>3000k
1789,583,1,0.9,1,1,Tidak,51,0.9,88,8,2,1658,1794,1799,16.0,9,7,0,1,0,1000k-<2000k
1720,1248,0,2.4,0,6,Ya,9,0.4,89,3,8,71,1686,2454,9.0,8,13,1,1,0,2000k-3000k
525,1589,1,1.4,0,3,Ya,26,0.1,100,8,16,1673,1759,3970,16.0,8,18,1,0,1,>3000k
287,1563,0,2.4,0,0,Ya,24,0.2,170,8,0,142,1699,3660,7.0,5,5,1,1,0,>3000k
469,1845,1,0.5,1,10,Tidak,61,0.3,96,1,12,292,695,1731,9.0,5,6,0,0,0,1000k-<2000k
1350,1398,0,1.6,1,8,Ya,26,0.8,150,1,12,755,1284,3488,14.0,3,11,1,1,0,>3000k
121,772,1,2.4,1,1,Ya,10,0.5,80,4,2,1242,1712,3242,18.0,11,4,1,1,0,>3000k
1994,858,0,2.2,0,1,Tidak,50,0.1,84,1,2,528,1416,3978,17.0,16,3,1,1,0,>3000k
1531,1770,1,2.3,0,0,Tidak,9,0.6,183,6,5,1098,1373,3785,13.0,10,14,1,0,1,>3000k
1252,917,1,0.5,0,1,Ya,31,0.5,88,6,2,423,909,3424,19.0,2,13,1,1,0,>3000k
928,1349,1,2.2,1,5,Tidak,55,0.1,105,7,7,648,1019,2462,15.0,7,17,1,0,1,2000k-3000k
673,710,1,0.5,0,6,Tidak,32,0.8,151,5,9,485,857,1419,,11,18,0,1,0,0-<1000k
1619,1641,0,1.1,0,6,Tidak,48,0.7,97,8,7,224,1994,1695,13.0,6,17,1,0,1,2000k-3000k
1469,726,0,2.2,0,0,Ya,40,0.8,94,4,20,323,978,1342,16.0,11,4,1,1,1,0-<1000k
1141,1923,0,1.3,0,3,Tidak,24,1.0,86,4,4,874,1264,2479,9.0,2,15,1,1,0,2000k-3000k
886,878,1,1.3,0,13,Ya,31,0.5,153,4,18,575,618,3497,9.0,7,11,1,1,0,2000k-3000k
956,862,0,2.3,0,9,Ya,6,0.1,107,8,14,829,1977,3458,9.0,4,9,1,1,1,>3000k
1488,959,1,1.3,1,0,Tidak,36,0.4,196,5,14,1313,1331,3073,19.0,1,8,1,1,1,>3000k
25,961,1,1.4,1,0,Ya,57,0.6,114,8,3,291,1434,2782,18.0,9,7,1,1,1,2000k-3000k
1134,1447,1,2.5,1,2,Tidak,9,0.2,155,8,16,737,1455,568,,11,8,0,0,0,0-<1000k
149,506,0,1.6,0,6,Ya,41,0.8,159,1,7,875,1025,2965,13.0,10,15,1,0,0,2000k-3000k
925,1048,1,,0,2,Ya,29,1.0,182,1,4,29,1670,2146,11.0,10,2,1,0,0,1000k-<2000k
1176,1590,0,,1,12,Ya,14,0.5,187,4,15,1058,1109,2836,6.0,5,4,1,0,0,>3000k
1552,1562,1,0.7,0,0,Tidak,55,0.1,140,8,1,1032,1776,2096,15.0,3,3,0,0,0,2000k-3000k
696,1348,0,1.3,0,0,Tidak,43,0.4,116,5,6,204,501,3914,10.0,3,8,1,0,1,>3000k
843,1438,1,1.8,0,3,Tidak,16,0.6,169,8,7,859,867,2246,14.0,11,15,0,0,0,2000k-3000k
1645,1940,1,1.0,1,0,Ya,5,0.2,194,4,1,588,1809,820,19.0,18,3,1,1,1,1000k-<2000k
889,1829,0,1.7,0,0,Tidak,36,0.8,112,5,1,291,563,1475,11.0,4,7,0,0,0,1000k-<2000k
1485,742,1,2.3,0,0,Tidak,21,0.7,104,8,1,875,925,331,11.0,8,7,1,0,0,0-<1000k
598,1137,0,2.2,0,6,Ya,3,0.9,173,5,7,1250,1285,316,15.0,14,17,1,0,0,0-<1000k
1020,1119,0,0.5,1,0,Ya,23,0.4,164,4,1,821,915,3520,7.0,4,7,1,0,0,>3000k
139,523,0,2.6,1,1,Tidak,14,0.1,155,8,2,304,1042,1427,9.0,1,9,0,1,0,0-<1000k
749,802,1,2.4,1,1,Tidak,45,0.8,157,3,9,1299,1633,3713,8.0,3,8,0,0,0,>3000k
1284,991,0,2.0,0,2,Ya,12,0.3,158,5,6,1209,1678,2014,11.0,9,10,1,0,0,2000k-3000k
1004,965,1,0.5,0,15,Tidak,53,1.0,131,8,19,297,653,3227,,6,8,1,0,0,2000k-3000k
323,1379,1,2.1,1,14,Ya,63,1.0,83,1,17,207,1370,651,9.0,6,7,1,1,0,0-<1000k
180,703,1,2.7,0,12,Ya,30,0.3,113,1,20,218,1065,1472,14.0,7,7,1,0,0,0-<1000k
1272,1174,0,0.7,1,1,Ya,25,0.8,91,2,8,1097,1461,285,19.0,7,3,1,0,1,0-<1000k
450,712,1,0.5,1,3,Ya,35,0.2,84,2,10,558,1208,2190,16.0,12,4,1,1,1,1000k-<2000k
1434,1811,1,0.5,1,0,Tidak,32,1.0,115,6,0,204,1132,348,17.0,11,18,1,0,1,0-<1000k
607,922,0,,1,1,Ya,35,0.9,188,7,15,1016,1383,1165,19.0,6,4,1,1,1,0-<1000k
1043,1948,0,2.8,1,5,Ya,18,0.2,135,2,14,477,571,816,16.0,2,3,1,0,0,0-<1000k
1352,798,1,0.5,1,7,Tidak,2,0.8,148,2,15,497,627,3593,14.0,9,3,0,1,0,2000k-3000k
296,1595,1,2.6,0,7,Tidak,12,0.3,121,8,19,344,655,3608,15.0,1,16,0,1,0,>3000k
1293,1702,0,1.0,0,7,Tidak,36,0.1,177,5,9,1240,1931,1430,8.0,6,10,0,0,0,2000k-3000k
1250,913,0,1.7,1,1,Ya,41,0.3,103,1,14,431,1144,2278,15.0,3,18,1,1,0,1000k-<2000k
94,1322,0,1.7,1,6,Tidak,7,0.8,140,3,9,177,1990,1418,19.0,17,12,0,1,0,1000k-<2000k
1539,875,1,0.7,1,1,Tidak,30,0.7,146,8,8,469,853,702,19.0,15,15,1,1,1,0-<1000k
1833,1110,0,,0,4,Ya,41,0.1,152,3,16,800,1455,2572,16.0,5,16,1,0,1,2000k-3000k
637,1993,1,0.5,0,10,Ya,27,0.3,147,8,11,150,510,2437,14.0,0,9,1,0,0,2000k-3000k
1304,1077,1,1.7,1,1,Tidak,58,0.8,86,7,13,135,1892,3902,9.0,3,3,1,0,0,>3000k
286,612,1,1.9,1,6,Tidak,16,0.3,102,7,7,1360,1891,3161,8.0,4,3,0,0,0,>3000k
1613,1676,0,1.6,0,2,Tidak,37,0.2,145,1,3,134,1197,2515,14.0,8,4,1,0,1,2000k-3000k
488,1949,0,1.8,0,0,Tidak,20,0.8,186,5,4,518,592,1125,17.0,10,9,0,0,0,1000k-<2000k
444,1631,0,0.9,1,2,Ya,3,0.1,198,7,12,177,1905,301,13.0,5,13,1,0,0,0-<1000k
1208,989,1,0.7,0,13,Ya,51,0.4,132,3,15,670,804,2349,10.0,1,20,1,0,1,1000k-<2000k
1395,1242,1,2.4,0,8,Tidak,28,0.2,166,4,9,315,1796,318,11.0,10,19,1,0,0,0-<1000k
1869,1278,1,1.0,0,7,Ya,24,0.8,170,3,16,1352,1775,3141,6.0,2,11,1,1,1,>3000k
1198,708,0,1.9,0,0,Tidak,26,0.3,116,7,1,206,620,1419,10.0,6,16,1,1,1,0-<1000k
275,1220,0,2.9,0,3,Tidak,62,0.5,125,4,8,403,1933,2589,19.0,11,15,1,1,1,2000k-3000k
806,1511,0,2.5,1,3,Tidak,21,0.2,114,3,18,1455,1982,3746,10.0,0,5,1,0,0,>3000k
1152,1009,1,1.0,1,2,Tidak,2,0.6,102,8,14,912,1043,1716,7.0,5,15,0,0,0,1000k-<2000k
1206,1816,1,1.6,1,0,Tidak,50,0.1,186,5,2,800,1089,3637,11.0,7,16,0,0,1,>3000k
32,1319,1,0.9,0,3,Ya,41,0.9,107,1,18,85,1152,2227,18.0,5,3,1,1,1,1000k-<2000k
1104,989,1,1.8,1,4,Ya,55,0.7,124,1,12,46,1069,1737,8.0,5,10,1,0,1,1000k-<2000k
307,1751,0,0.5,1,6,Tidak,8,0.6,178,6,20,170,564,2969,8.0,6,17,0,0,1,2000k-3000k
770,1911,1,2.0,0,7,Ya,64,0.6,163,8,8,1795,1958,3872,9.0,8,11,1,1,0,>3000k
11,1520,1,2.2,0,5,Ya,33,0.5,177,8,18,151,1005,3826,14.0,9,13,1,1,1,>3000k
872,569,1,0.5,1,10,Ya,4,0.8,170,3,19,351,1159,2351,8.0,7,10,1,1,0,1000k-<2000k
1067,1703,1,0.5,0,5,Ya,23,0.2,92,6,7,134,521,793,7.0,3,17,1,1,0,0-<1000k
86,1496,1,2.0,1,4,Tidak,42,0.5,182,5,5,96,741,854,16.0,0,7,0,1,1,0-<1000k
778,774,1,0.6,1,2,Ya,8,0.4,136,1,4,1713,1865,2614,7.0,0,14,1,1,1,2000k-3000k
1060,1408,1,2.5,0,3,Tidak,32,0.1,151,4,6,875,982,3162,19.0,18,3,1,0,0,>3000k
1980,930,1,1.0,1,4,Ya,4,0.9,144,8,10,1017,1289,2016,13.0,10,16,1,1,1,1000k-<2000k
1082,1044,1,2.8,1,7,Tidak,33,0.6,129,4,13,42,1262,1816,17.0,16,15,1,0,1,1000k-<2000k
1065,1043,1,0.5,0,7,Tidak,42,0.1,111,3,8,716,1626,912,16.0,9,6,0,1,0,0-<1000k
782,1592,0,2.1,0,6,Ya,50,0.1,181,2,17,510,522,2103,19.0,8,7,1,0,0,1000k-<2000k
1435,688,1,2.5,0,9,Tidak,40,0.2,109,5,20,376,1957,1382,,7,8,0,1,0,1000k-<2000k
562,1758,1,0.5,0,11,Ya,13,0.6,190,8,14,762,1864,1897,6.0,2,15,1,0,0,2000k-3000k
209,1277,1,0.5,1,0,Ya,35,0.4,142,6,6,309,1460,3559,18.0,17,6,1,1,0,>3000k
1172,618,1,0.5,1,2,Ya,57,0.2,88,3,7,879,896,2399,18.0,15,17,1,1,1,1000k-<2000k
739,1303,0,1.0,1,0,Ya,15,0.1,138,3,10,229,1604,2574,,4,14,1,1,1,2000k-3000k
594,621,1,2.7,1,0,Tidak,54,0.1,151,4,20,434,910,2801,6.0,1,5,1,1,1,2000k-3000k
123,1379,0,1.1,0,5,Ya,36,0.8,200,2,7,538,1376,3426,5.0,4,17,1,1,1,>3000k
734,1536,0,0.8,0,12,Tidak,13,0.3,105,7,20,22,1634,2020,6.0,0,16,1,1,0,2000k-3000k
931,582,0,0.5,1,3,Tidak,27,0.2,168,3,10,985,1420,2437,19.0,2,2,1,1,1,2000k-3000k
1598,1851,0,2.9,0,0,Tidak,53,0.7,112,6,2,174,1175,2678,6.0,0,8,1,0,0,2000k-3000k
98,657,0,2.5,0,0,Tidak,37,0.7,141,2,1,476,961,1412,14.0,3,18,0,1,0,0-<1000k
377,930,1,1.3,1,1,Ya,14,0.4,97,6,10,77,1025,2457,11.0,7,17,1,1,0,1000k-<2000k
130,1414,0,2.0,1,2,Tidak,54,0.8,99,7,3,262,829,3799,17.0,7,7,1,0,1,>3000k
1723,1002,0,2.6,1,7,Tidak,27,0.1,146,1,10,115,1111,1295,18.0,15,17,1,0,1,0-<1000k
23,1602,1,2.8,1,4,Ya,38,0.7,114,3,20,466,788,1037,8.0,7,20,1,0,0,0-<1000k
1407,1617,0,,0,1,Ya,63,0.7,111,2,10,274,1079,2754,19.0,10,8,1,1,1,2000k-3000k
1890,1991,0,2.8,0,3,Ya,15,0.1,181,1,13,298,1037,1861,8.0,5,17,1,1,1,1000k-<2000k
555,1230,1,2.2,1,6,Tidak,26,0.8,123,5,7,416,676,988,11.0,5,9,0,1,1,0-<1000k
370,1108,1,2.9,0,10,Tidak,52,0.1,183,2,12,130,1706,3264,16.0,1,13,0,1,1,>3000k
1536,1412,0,0.6,0,9,Tidak,57,0.2,86,3,10,2,660,1853,15.0,10,18,0,0,1,1000k-<2000k
383,864,1,3.0,1,0,Ya,54,0.7,187,2,1,127,1670,3121,18.0,2,16,1,1,1,2000k-3000k
201,1445,1,2.4,1,7,Ya,20,0.4,173,7,15,1273,1345,1441,7.0,4,13,1,1,1,1000k-<2000k
917,904,0,1.8,0,3,Ya,35,0.4,168,3,4,42,507,1360,15.0,12,11,1,0,0,0-<1000k
368,1864,0,1.4,0,8,Ya,46,0.7,178,1,12,168,981,2686,11.0,7,18,1,1,1,2000k-3000k
973,516,1,0.7,1,1,Tidak,30,0.9,138,1,12,126,698,3731,17.0,13,15,0,0,0,2000k-3000k
1578,1856,0,0.5,1,0,Ya,24,0.1,155,5,1,277,1155,2052,17.0,6,10,1,1,0,2000k-3000k
1634,986,1,0.8,0,13,Ya,28,0.8,182,4,20,199,679,1149,8.0,7,18,1,1,0,0-<1000k
387,560,0,0.5,0,14,Tidak,23,1.0,146,8,15,356,1903,2360,17.0,16,18,0,1,1,1000k-<2000k
816,805,1,0.7,0,0,Tidak,64,0.1,97,4,14,641,704,418,11.0,6,17,0,1,1,0-<1000k
1316,1924,0,2.6,0,0,Ya,59,0.9,136,6,0,1438,1923,3646,10.0,9,16,1,0,1,>3000k
